League,Country,Team,Players,Season,KEY
Premier League,England,,181,2016/17,Premier League||2016/17
Premier League,Spain,,36,2016/17,Premier League||2016/17
Premier League,France,,31,2016/17,Premier League||2016/17
Premier League,Belgium,,21,2016/17,Premier League||2016/17
Premier League,Netherlands,,20,2016/17,Premier League||2016/17
Premier League,Republic of Ireland,,19,2016/17,Premier League||2016/17
Premier League,Scotland,,18,2016/17,Premier League||2016/17
Premier League,Argentina,,16,2016/17,Premier League||2016/17
Premier League,Brazil,,14,2016/17,Premier League||2016/17
Premier League,Wales,,11,2016/17,Premier League||2016/17
Premier League,Germany,,11,2016/17,Premier League||2016/17
Premier League,Senegal,,9,2016/17,Premier League||2016/17
Premier League,Italy,,8,2016/17,Premier League||2016/17
Premier League,Serbia,,7,2016/17,Premier League||2016/17
Premier League,Nigeria,,7,2016/17,Premier League||2016/17
Premier League,Sweden,,6,2016/17,Premier League||2016/17
Premier League,Northern Ireland,,6,2016/17,Premier League||2016/17
Premier League,"Cote d'Ivoire",,6,2016/17,Premier League||2016/17
Premier League,Norway,,5,2016/17,Premier League||2016/17
Premier League,Ghana,,5,2016/17,Premier League||2016/17
Premier League,Uruguay,,5,2016/17,Premier League||2016/17
Premier League,Switzerland,,5,2016/17,Premier League||2016/17
Premier League,Austria,,4,2016/17,Premier League||2016/17
Premier League,Denmark,,4,2016/17,Premier League||2016/17
Premier League,Poland,,4,2016/17,Premier League||2016/17
Premier League,Portugal,,4,2016/17,Premier League||2016/17
Premier League,Algeria,,4,2016/17,Premier League||2016/17
Premier League,Democratic Republic of Congo,,3,2016/17,Premier League||2016/17
Premier League,Ecuador,,3,2016/17,Premier League||2016/17
Premier League,Colombia,,3,2016/17,Premier League||2016/17
Premier League,South Korea,,3,2016/17,Premier League||2016/17
Premier League,Australia,,3,2016/17,Premier League||2016/17
Premier League,Egypt,,3,2016/17,Premier League||2016/17
Premier League,United States,,3,2016/17,Premier League||2016/17
Premier League,Morocco,,2,2016/17,Premier League||2016/17
Premier League,Jamaica,,2,2016/17,Premier League||2016/17
Premier League,Japan,,2,2016/17,Premier League||2016/17
Premier League,Cameroon,,2,2016/17,Premier League||2016/17
Premier League,Czech Republic,,2,2016/17,Premier League||2016/17
Premier League,Chile,,2,2016/17,Premier League||2016/17
Premier League,Iceland,,2,2016/17,Premier League||2016/17
Premier League,Tunisia,,2,2016/17,Premier League||2016/17
Premier League,Mali,,1,2016/17,Premier League||2016/17
Premier League,Croatia,,1,2016/17,Premier League||2016/17
Premier League,Kenya,,1,2016/17,Premier League||2016/17
Premier League,Venezuela,,1,2016/17,Premier League||2016/17
Premier League,Greece,,1,2016/17,Premier League||2016/17
Premier League,Canada,,1,2016/17,Premier League||2016/17
Premier League,Romania,,1,2016/17,Premier League||2016/17
Premier League,Bosnia and Herzegovina,,1,2016/17,Premier League||2016/17
Premier League,Gabon,,1,2016/17,Premier League||2016/17
Premier League,New Zealand,,1,2016/17,Premier League||2016/17
Premier League,Estonia,,1,2016/17,Premier League||2016/17
Premier League,Costa Rica,,1,2016/17,Premier League||2016/17
Premier League,Equatorial Guinea,,1,2016/17,Premier League||2016/17
Premier League,The Gambia,,1,2016/17,Premier League||2016/17
Premier League,Slovakia,,1,2016/17,Premier League||2016/17
Premier League,Turkey,,1,2016/17,Premier League||2016/17
Premier League,South Africa,,1,2016/17,Premier League||2016/17
Premier League,Benin,,1,2016/17,Premier League||2016/17
Premier League,Curacao,,1,2016/17,Premier League||2016/17
Premier League,Armenia,,1,2016/17,Premier League||2016/17
Bundesliga,Germany,,215,2016/17,Bundesliga||2016/17
Bundesliga,Switzerland,,23,2016/17,Bundesliga||2016/17
Bundesliga,Austria,,18,2016/17,Bundesliga||2016/17
Bundesliga,Brazil,,16,2016/17,Bundesliga||2016/17
Bundesliga,France,,15,2016/17,Bundesliga||2016/17
Bundesliga,Spain,,14,2016/17,Bundesliga||2016/17
Bundesliga,Turkey,,11,2016/17,Bundesliga||2016/17
Bundesliga,Serbia,,9,2016/17,Bundesliga||2016/17
Bundesliga,United States,,9,2016/17,Bundesliga||2016/17
Bundesliga,Denmark,,8,2016/17,Bundesliga||2016/17
Bundesliga,Sweden,,7,2016/17,Bundesliga||2016/17
Bundesliga,Japan,,7,2016/17,Bundesliga||2016/17
Bundesliga,Netherlands,,7,2016/17,Bundesliga||2016/17
Bundesliga,Croatia,,6,2016/17,Bundesliga||2016/17
Bundesliga,Bosnia and Herzegovina,,6,2016/17,Bundesliga||2016/17
Bundesliga,Czech Republic,,5,2016/17,Bundesliga||2016/17
Bundesliga,Norway,,5,2016/17,Bundesliga||2016/17
Bundesliga,Poland,,5,2016/17,Bundesliga||2016/17
Bundesliga,Ukraine,,4,2016/17,Bundesliga||2016/17
Bundesliga,Argentina,,4,2016/17,Bundesliga||2016/17
Bundesliga,Portugal,,4,2016/17,Bundesliga||2016/17
Bundesliga,Greece,,4,2016/17,Bundesliga||2016/17
Bundesliga,Slovakia,,4,2016/17,Bundesliga||2016/17
Bundesliga,Hungary,,4,2016/17,Bundesliga||2016/17
Bundesliga,Belgium,,3,2016/17,Bundesliga||2016/17
Bundesliga,Italy,,3,2016/17,Bundesliga||2016/17
Bundesliga,Slovenia,,3,2016/17,Bundesliga||2016/17
Bundesliga,South Korea,,3,2016/17,Bundesliga||2016/17
Bundesliga,Chile,,3,2016/17,Bundesliga||2016/17
Bundesliga,Finland,,3,2016/17,Bundesliga||2016/17
Bundesliga,Nigeria,,3,2016/17,Bundesliga||2016/17
Bundesliga,Mexico,,2,2016/17,Bundesliga||2016/17
Bundesliga,Colombia,,2,2016/17,Bundesliga||2016/17
Bundesliga,Guinea,,2,2016/17,Bundesliga||2016/17
Bundesliga,Ghana,,2,2016/17,Bundesliga||2016/17
Bundesliga,Democratic Republic of Congo,,2,2016/17,Bundesliga||2016/17
Bundesliga,Israel,,2,2016/17,Bundesliga||2016/17
Bundesliga,Albania,,2,2016/17,Bundesliga||2016/17
Bundesliga,Paraguay,,2,2016/17,Bundesliga||2016/17
Bundesliga,Cameroon,,2,2016/17,Bundesliga||2016/17
Bundesliga,Jamaica,,2,2016/17,Bundesliga||2016/17
Bundesliga,Senegal,,2,2016/17,Bundesliga||2016/17
Bundesliga,The Gambia,,2,2016/17,Bundesliga||2016/17
Bundesliga,Tunisia,,2,2016/17,Bundesliga||2016/17
Bundesliga,Scotland,,1,2016/17,Bundesliga||2016/17
Bundesliga,Algeria,,1,2016/17,Bundesliga||2016/17
Bundesliga,Gabon,,1,2016/17,Bundesliga||2016/17
Bundesliga,Morocco,,1,2016/17,Bundesliga||2016/17
Bundesliga,Peru,,1,2016/17,Bundesliga||2016/17
Bundesliga,Mali,,1,2016/17,Bundesliga||2016/17
Bundesliga,Ecuador,,1,2016/17,Bundesliga||2016/17
Bundesliga,"Cote d'Ivoire",,1,2016/17,Bundesliga||2016/17
Bundesliga,Latvia,,1,2016/17,Bundesliga||2016/17
Bundesliga,Kosovo,,1,2016/17,Bundesliga||2016/17
Bundesliga,Australia,,1,2016/17,Bundesliga||2016/17
Bundesliga,Iceland,,1,2016/17,Bundesliga||2016/17
Bundesliga,Uruguay,,1,2016/17,Bundesliga||2016/17
La Liga,Spain,,302,2016/17,La Liga||2016/17
La Liga,Argentina,,32,2016/17,La Liga||2016/17
La Liga,France,,31,2016/17,La Liga||2016/17
La Liga,Brazil,,29,2016/17,La Liga||2016/17
La Liga,Portugal,,15,2016/17,La Liga||2016/17
La Liga,Italy,,10,2016/17,La Liga||2016/17
La Liga,Serbia,,8,2016/17,La Liga||2016/17
La Liga,Uruguay,,8,2016/17,La Liga||2016/17
La Liga,Croatia,,7,2016/17,La Liga||2016/17
La Liga,Venezuela,,7,2016/17,La Liga||2016/17
La Liga,Colombia,,6,2016/17,La Liga||2016/17
La Liga,Denmark,,5,2016/17,La Liga||2016/17
La Liga,Belgium,,5,2016/17,La Liga||2016/17
La Liga,Chile,,5,2016/17,La Liga||2016/17
La Liga,Netherlands,,4,2016/17,La Liga||2016/17
La Liga,Cameroon,,4,2016/17,La Liga||2016/17
La Liga,Mexico,,4,2016/17,La Liga||2016/17
La Liga,Morocco,,4,2016/17,La Liga||2016/17
La Liga,Costa Rica,,3,2016/17,La Liga||2016/17
La Liga,Algeria,,3,2016/17,La Liga||2016/17
La Liga,Senegal,,3,2016/17,La Liga||2016/17
La Liga,Germany,,3,2016/17,La Liga||2016/17
La Liga,Paraguay,,3,2016/17,La Liga||2016/17
La Liga,"Cote d'Ivoire",,3,2016/17,La Liga||2016/17
La Liga,Ghana,,3,2016/17,La Liga||2016/17
La Liga,Montenegro,,3,2016/17,La Liga||2016/17
La Liga,Ecuador,,2,2016/17,La Liga||2016/17
La Liga,Slovenia,,2,2016/17,La Liga||2016/17
La Liga,Japan,,2,2016/17,La Liga||2016/17
La Liga,Romania,,2,2016/17,La Liga||2016/17
La Liga,Greece,,2,2016/17,La Liga||2016/17
La Liga,Ukraine,,2,2016/17,La Liga||2016/17
La Liga,Russia,,2,2016/17,La Liga||2016/17
La Liga,Turkey,,2,2016/17,La Liga||2016/17
La Liga,Nigeria,,2,2016/17,La Liga||2016/17
La Liga,Mali,,1,2016/17,La Liga||2016/17
La Liga,Tunisia,,1,2016/17,La Liga||2016/17
La Liga,Wales,,1,2016/17,La Liga||2016/17
La Liga,Sweden,,1,2016/17,La Liga||2016/17
La Liga,Australia,,1,2016/17,La Liga||2016/17
La Liga,Dominican Republic,,1,2016/17,La Liga||2016/17
La Liga,Qatar,,1,2016/17,La Liga||2016/17
La Liga,Martinique,,1,2016/17,La Liga||2016/17
La Liga,Bosnia and Herzegovina,,1,2016/17,La Liga||2016/17
La Liga,Israel,,1,2016/17,La Liga||2016/17
La Liga,Poland,,1,2016/17,La Liga||2016/17
La Liga,Iceland,,1,2016/17,La Liga||2016/17
La Liga,Burkina Faso,,1,2016/17,La Liga||2016/17
La Liga,Guadeloupe,,1,2016/17,La Liga||2016/17
French Ligue 1,France,,317,2016/17,French Ligue 1||2016/17
French Ligue 1,Brazil,,21,2016/17,French Ligue 1||2016/17
French Ligue 1,Senegal,,16,2016/17,French Ligue 1||2016/17
French Ligue 1,Portugal,,15,2016/17,French Ligue 1||2016/17
French Ligue 1,"Cote d'Ivoire",,13,2016/17,French Ligue 1||2016/17
French Ligue 1,Cameroon,,11,2016/17,French Ligue 1||2016/17
French Ligue 1,Mali,,11,2016/17,French Ligue 1||2016/17
French Ligue 1,Argentina,,11,2016/17,French Ligue 1||2016/17
French Ligue 1,Morocco,,10,2016/17,French Ligue 1||2016/17
French Ligue 1,Tunisia,,8,2016/17,French Ligue 1||2016/17
French Ligue 1,Guinea,,7,2016/17,French Ligue 1||2016/17
French Ligue 1,Algeria,,6,2016/17,French Ligue 1||2016/17
French Ligue 1,Belgium,,6,2016/17,French Ligue 1||2016/17
French Ligue 1,Sweden,,6,2016/17,French Ligue 1||2016/17
French Ligue 1,Poland,,6,2016/17,French Ligue 1||2016/17
French Ligue 1,Benin,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Netherlands,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Democratic Republic of Congo,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Republic of the Congo,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Serbia,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Italy,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Uruguay,,5,2016/17,French Ligue 1||2016/17
French Ligue 1,Switzerland,,4,2016/17,French Ligue 1||2016/17
French Ligue 1,Germany,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Gabon,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Croatia,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Ghana,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Haiti,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Cape Verde,,3,2016/17,French Ligue 1||2016/17
French Ligue 1,Colombia,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Albania,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Burkina Faso,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Denmark,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Slovenia,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Venezuela,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,South Africa,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Japan,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Norway,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Nigeria,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Luxembourg,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Czech Republic,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Spain,,2,2016/17,French Ligue 1||2016/17
French Ligue 1,Mauritania,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Slovakia,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Montenegro,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Turkey,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Mozambique,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Greece,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Iceland,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Zambia,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Paraguay,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Bosnia and Herzegovina,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Chad,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,French Guiana,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,New Caledonia,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Hungary,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,Belarus,,1,2016/17,French Ligue 1||2016/17
French Ligue 1,South Korea,,1,2016/17,French Ligue 1||2016/17
Eredivisie,Netherlands,,280,2016/17,Eredivisie||2016/17
Eredivisie,Germany,,19,2016/17,Eredivisie||2016/17
Eredivisie,Belgium,,18,2016/17,Eredivisie||2016/17
Eredivisie,Sweden,,14,2016/17,Eredivisie||2016/17
Eredivisie,Denmark,,11,2016/17,Eredivisie||2016/17
Eredivisie,Norway,,9,2016/17,Eredivisie||2016/17
Eredivisie,Morocco,,8,2016/17,Eredivisie||2016/17
Eredivisie,France,,8,2016/17,Eredivisie||2016/17
Eredivisie,Australia,,7,2016/17,Eredivisie||2016/17
Eredivisie,Brazil,,6,2016/17,Eredivisie||2016/17
Eredivisie,Kosovo,,6,2016/17,Eredivisie||2016/17
Eredivisie,Nigeria,,6,2016/17,Eredivisie||2016/17
Eredivisie,England,,5,2016/17,Eredivisie||2016/17
Eredivisie,Greece,,5,2016/17,Eredivisie||2016/17
Eredivisie,Spain,,4,2016/17,Eredivisie||2016/17
Eredivisie,Japan,,3,2016/17,Eredivisie||2016/17
Eredivisie,Colombia,,3,2016/17,Eredivisie||2016/17
Eredivisie,Czech Republic,,3,2016/17,Eredivisie||2016/17
Eredivisie,United States,,3,2016/17,Eredivisie||2016/17
Eredivisie,Austria,,3,2016/17,Eredivisie||2016/17
Eredivisie,Ghana,,3,2016/17,Eredivisie||2016/17
Eredivisie,Curacao,,3,2016/17,Eredivisie||2016/17
Eredivisie,Bosnia and Herzegovina,,3,2016/17,Eredivisie||2016/17
Eredivisie,Cameroon,,2,2016/17,Eredivisie||2016/17
Eredivisie,Finland,,2,2016/17,Eredivisie||2016/17
Eredivisie,Poland,,2,2016/17,Eredivisie||2016/17
Eredivisie,Slovenia,,2,2016/17,Eredivisie||2016/17
Eredivisie,Uruguay,,2,2016/17,Eredivisie||2016/17
Eredivisie,Iran,,2,2016/17,Eredivisie||2016/17
Eredivisie,Mexico,,2,2016/17,Eredivisie||2016/17
Eredivisie,Georgia,,2,2016/17,Eredivisie||2016/17
Eredivisie,Serbia,,2,2016/17,Eredivisie||2016/17
Eredivisie,Guinea,,1,2016/17,Eredivisie||2016/17
Eredivisie,Israel,,1,2016/17,Eredivisie||2016/17
Eredivisie,Lithuania,,1,2016/17,Eredivisie||2016/17
Eredivisie,Croatia,,1,2016/17,Eredivisie||2016/17
Eredivisie,South Africa,,1,2016/17,Eredivisie||2016/17
Eredivisie,Zimbabwe,,1,2016/17,Eredivisie||2016/17
Eredivisie,Cyprus,,1,2016/17,Eredivisie||2016/17
Eredivisie,Angola,,1,2016/17,Eredivisie||2016/17
Eredivisie,Wales,,1,2016/17,Eredivisie||2016/17
Eredivisie,New Zealand,,1,2016/17,Eredivisie||2016/17
Eredivisie,Ukraine,,1,2016/17,Eredivisie||2016/17
Eredivisie,"Cote d'Ivoire",,1,2016/17,Eredivisie||2016/17
Eredivisie,Argentina,,1,2016/17,Eredivisie||2016/17
Eredivisie,Trinidad and Tobago,,1,2016/17,Eredivisie||2016/17
Eredivisie,China,,1,2016/17,Eredivisie||2016/17
Eredivisie,Italy,,1,2016/17,Eredivisie||2016/17
Eredivisie,Russia,,1,2016/17,Eredivisie||2016/17
Eredivisie,Aruba,,1,2016/17,Eredivisie||2016/17
Eredivisie,Estonia,,1,2016/17,Eredivisie||2016/17
Eredivisie,Burkina Faso,,1,2016/17,Eredivisie||2016/17
Eredivisie,Romania,,1,2016/17,Eredivisie||2016/17
Eredivisie,Turkey,,1,2016/17,Eredivisie||2016/17
Eredivisie,Peru,,1,2016/17,Eredivisie||2016/17
Eredivisie,Portugal,,1,2016/17,Eredivisie||2016/17
Eredivisie,Slovakia,,1,2016/17,Eredivisie||2016/17
Eredivisie,Armenia,,1,2016/17,Eredivisie||2016/17
Eredivisie,Indonesia,,1,2016/17,Eredivisie||2016/17
Eredivisie,Bulgaria,,1,2016/17,Eredivisie||2016/17
Serie A,Italy,,238,2016/17,Serie A||2016/17
Serie A,Brazil,,39,2016/17,Serie A||2016/17
Serie A,Argentina,,34,2016/17,Serie A||2016/17
Serie A,Croatia,,20,2016/17,Serie A||2016/17
Serie A,France,,18,2016/17,Serie A||2016/17
Serie A,Serbia,,14,2016/17,Serie A||2016/17
Serie A,Spain,,13,2016/17,Serie A||2016/17
Serie A,Belgium,,10,2016/17,Serie A||2016/17
Serie A,Colombia,,10,2016/17,Serie A||2016/17
Serie A,Netherlands,,9,2016/17,Serie A||2016/17
Serie A,Slovenia,,9,2016/17,Serie A||2016/17
Serie A,Bosnia and Herzegovina,,9,2016/17,Serie A||2016/17
Serie A,Poland,,9,2016/17,Serie A||2016/17
Serie A,Ghana,,8,2016/17,Serie A||2016/17
Serie A,Senegal,,8,2016/17,Serie A||2016/17
Serie A,Sweden,,7,2016/17,Serie A||2016/17
Serie A,Albania,,6,2016/17,Serie A||2016/17
Serie A,Uruguay,,6,2016/17,Serie A||2016/17
Serie A,Switzerland,,6,2016/17,Serie A||2016/17
Serie A,Romania,,6,2016/17,Serie A||2016/17
Serie A,Portugal,,6,2016/17,Serie A||2016/17
Serie A,Chile,,6,2016/17,Serie A||2016/17
Serie A,Greece,,6,2016/17,Serie A||2016/17
Serie A,Slovakia,,4,2016/17,Serie A||2016/17
Serie A,Nigeria,,4,2016/17,Serie A||2016/17
Serie A,Morocco,,3,2016/17,Serie A||2016/17
Serie A,Paraguay,,3,2016/17,Serie A||2016/17
Serie A,Hungary,,3,2016/17,Serie A||2016/17
Serie A,Algeria,,3,2016/17,Serie A||2016/17
Serie A,Venezuela,,3,2016/17,Serie A||2016/17
Serie A,Czech Republic,,3,2016/17,Serie A||2016/17
Serie A,Macedonia,,3,2016/17,Serie A||2016/17
Serie A,Germany,,3,2016/17,Serie A||2016/17
Serie A,Japan,,2,2016/17,Serie A||2016/17
Serie A,"Cote d'Ivoire",,2,2016/17,Serie A||2016/17
Serie A,Bulgaria,,2,2016/17,Serie A||2016/17
Serie A,The Gambia,,1,2016/17,Serie A||2016/17
Serie A,Cyprus,,1,2016/17,Serie A||2016/17
Serie A,Liechtenstein,,1,2016/17,Serie A||2016/17
Serie A,Togo,,1,2016/17,Serie A||2016/17
Serie A,Libya,,1,2016/17,Serie A||2016/17
Serie A,Finland,,1,2016/17,Serie A||2016/17
Serie A,Iraq,,1,2016/17,Serie A||2016/17
Serie A,North Korea,,1,2016/17,Serie A||2016/17
Serie A,Montenegro,,1,2016/17,Serie A||2016/17
Serie A,Moldova,,1,2016/17,Serie A||2016/17
Serie A,Mexico,,1,2016/17,Serie A||2016/17
Serie A,Iceland,,1,2016/17,Serie A||2016/17
Serie A,Costa Rica,,1,2016/17,Serie A||2016/17
Serie A,England,,1,2016/17,Serie A||2016/17
Serie A,Angola,,1,2016/17,Serie A||2016/17
Serie A,Norway,,1,2016/17,Serie A||2016/17
Serie A,Guinea,,1,2016/17,Serie A||2016/17
Serie A,Mali,,1,2016/17,Serie A||2016/17
Serie A,Georgia,,1,2016/17,Serie A||2016/17
Serie A,Ecuador,,1,2016/17,Serie A||2016/17
Serie A,United States,,1,2016/17,Serie A||2016/17
Serie A,Egypt,,1,2016/17,Serie A||2016/17
Serie A,Australia,,1,2016/17,Serie A||2016/17
Serie A,Guinea-Bissau,,1,2016/17,Serie A||2016/17
Serie A,Austria,,1,2016/17,Serie A||2016/17
Scottish Premiership,Scotland,,169,2016/17,Scottish Premiership||2016/17
Scottish Premiership,England,,73,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Republic of Ireland,,16,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Northern Ireland,,13,2016/17,Scottish Premiership||2016/17
Scottish Premiership,France,,7,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Netherlands,,6,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Wales,,5,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Greece,,4,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Australia,,4,2016/17,Scottish Premiership||2016/17
Scottish Premiership,"Cote d'Ivoire",,3,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Switzerland,,3,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Germany,,3,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Spain,,3,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Canada,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Slovakia,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,United States,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Estonia,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Morocco,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Sweden,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Norway,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Brazil,,2,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Cameroon,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Slovenia,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Israel,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Croatia,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Sierra Leone,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Costa Rica,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Poland,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Turkey,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Guinea,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Denmark,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Bosnia and Herzegovina,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Latvia,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Italy,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Trinidad and Tobago,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Ghana,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Portugal,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Cyprus,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Bulgaria,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Nigeria,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Malta,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Honduras,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Czech Republic,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Belgium,,1,2016/17,Scottish Premiership||2016/17
Scottish Premiership,Albania,,1,2016/17,Scottish Premiership||2016/17
